transcript_id	gene_length	exon_count	exon_span	intron_count	intron_span	transcript_id	gene_length	exon_count	exon_span	intron_count	intron_span
bHd01890.1	3533	9	1617	8	1916	RVARI.g8837.t1	2508	8	1494	7	1014
bHd04460.1	7161	16	2925	15	4236	RVARI.g9661.t1	4473	15	2904	14	1569
bHd16974.1	1927	3	1332	2	595	RVARI.g13550.t1	912	1	912	0	0
bHd10945.1	3757	12	1533	11	2224	RVARI.g13485.t1	4786	11	1770	10	3016
bHd17873.1	6430	9	1413	8	5017	RVARI.g7264.t1	3063	6	1155	5	1908
bHd12930.1	2101	7	801	6	1300	RVARI.g1637.t1	1725	7	819	6	906
bHd12560.1	4164	11	1530	10	2634	RVARI.g9966.t1	2139	9	1545	8	594
bHd01759.1	13531	16	4179	15	9352	RVARI.g10528.t1	7921	16	3720	15	4201
bHd10962.1	1955	6	798	5	1157	RVARI.g2168.t1	2135	6	807	5	1328
bHd08110.1	2910	4	1038	3	1872	RVARI.g9864.t1	1398	5	1059	4	339
bHd16529.1	1752	4	1089	3	663	RVARI.g10940.t1	1273	3	1107	2	166
bHd14872.1	2306	3	600	2	1706	RVARI.g6961.t1	1034	3	603	2	431
bHd03177.1	972	4	468	3	504	RVARI.g4629.t1	882	4	480	3	402
bHd01299.1	1708	5	783	4	925	RVARI.g11405.t1	2402	8	1554	7	848
bHd06615.1	3197	8	1638	7	1559	RVARI.g10811.t1	2571	8	1641	7	930
bHd14980.1	2300	6	1086	5	1214	RVARI.g3390.t1	1592	5	1104	4	488
bHd08530.1	986	4	417	3	569	RVARI.g1574.t1	608	3	483	2	125
bHd01990.1	3662	6	2547	5	1115	RVARI.g10373.t1	2641	8	1905	7	736
bHd06282.1	2338	7	954	6	1384	RVARI.g10636.t1	1434	7	912	6	522
bHd01313.1	2987	4	1530	3	1457	RVARI.g11410.t1	1946	3	1575	2	371
bHd18972.1	4120	8	1755	7	2365	RVARI.g10269.t1	2452	10	1737	9	715
bHd16720.1	2322	6	915	5	1407	RVARI.g10052.t1	1538	6	912	5	626
bHd16383.1	1937	4	1029	3	908	RVARI.g12534.t1	1359	4	1107	3	252
bHd08163.1	2227	5	1341	4	886	RVARI.g3236.t1	1982	5	1413	4	569
bHd19120.1	2813	4	2169	3	644	RVARI.g8466.t1	2549	3	2106	2	443
bHd08723.1	2828	6	714	5	2114	RVARI.g2784.t1	1429	6	912	5	517
bHd19217.1	2780	6	1470	5	1310	RVARI.g9339.t1	1956	3	1488	2	468
bHd19732.1	7103	14	3636	13	3467	RVARI.g4800.t1	5281	14	3600	13	1681
bHd09727.1	1309	2	483	1	826	RVARI.g4967.t1	511	2	405	1	106
bHd15861.1	1470	6	555	5	915	RVARI.g2289.t1	1032	5	606	4	426
bHd18709.1	8939	15	3120	14	5819	RVARI.g11194.t1	6856	15	3054	14	3802
bHd05465.1	2224	3	1464	2	760	RVARI.g506.t1	3813	5	1809	4	2004
bHd01773.1	1479	4	405	3	1074	RVARI.g10540.t1	783	5	432	4	351
bHd08245.1	3587	15	1395	14	2192	RVARI.g10195.t1	2648	13	1470	12	1178
bHd03320.1	3983	9	2175	8	1808	RVARI.g11121.t1	2727	7	2166	6	561
bHd10850.1	5191	9	1266	8	3925	RVARI.g1762.t1	2138	8	1410	7	728
bHd05145.1	7344	13	2847	12	4497	RVARI.g1908.t1	4431	9	2640	8	1791
bHd16938.1	13474	23	5208	22	8266	RVARI.g13570.t1	7226	16	4785	15	2441
bHd00925.1	7087	18	2670	17	4417	RVARI.g7192.t2	5710	16	2469	15	3241
bHd01072.1	1011	3	456	2	555	RVARI.g4766.t1	1490	4	537	3	953
bHd00822.1	872	2	651	1	221	RVARI.g8868.t1	929	3	759	2	170
bHd12041.1	1323	5	480	4	843	RVARI.g5032.t1	509	4	276	3	233
bHd10477.1	2502	4	1449	3	1053	RVARI.g9397.t1	2196	4	1431	3	765
bHd04311.1	1820	3	930	2	890	RVARI.g2411.t1	1114	2	939	1	175
bHd14769.1	5008	20	3129	19	1879	RVARI.g7497.t1	4953	19	3096	18	1857
bHd11254.1	3437	5	1767	4	1670	RVARI.g559.t2	1905	4	1500	3	405
bHd05801.1	2647	6	918	5	1729	RVARI.g10124.t1	1154	5	849	4	305
bHd09570.1	2161	9	993	8	1168	RVARI.g13756.t1	1301	4	1014	3	287
bHd15964.1	7976	16	2088	15	5888	RVARI.g7162.t1	2280	8	1233	7	1047
bHd17980.1	7707	11	3960	10	3747	RVARI.g5117.t1	6759	14	3645	13	3114
bHd02031.1	2472	8	1101	7	1371	RVARI.g10427.t1	1911	8	1068	7	843
bHd04399.1	2555	5	1797	4	758	RVARI.g7946.t1	2132	8	1521	7	611
bHd18949.1	3423	8	1602	7	1821	RVARI.g4502.t1	2060	6	1518	5	542
bHd17280.1	552	1	552	0	0	RVARI.g1098.t2	444	1	444	0	0
bHd18904.1	4934	7	2115	6	2819	RVARI.g9811.t1	1998	5	1671	4	327
bHd18519.1	519	1	519	0	0	RVARI.g12005.t1	656	2	477	1	179
bHd16057.1	2644	10	1170	9	1474	RVARI.g5622.t1	1964	8	1188	7	776
bHd06902.1	2954	4	675	3	2279	RVARI.g9004.t1	812	3	498	2	314
bHd17359.1	6772	15	3318	14	3454	RVARI.g2364.t1	5476	13	3846	12	1630
bHd02117.1	1544	6	954	5	590	RVARI.g5396.t1	1467	5	942	4	525
bHd14961.1	2878	10	1344	9	1534	RVARI.g7028.t1	1986	8	1353	7	633
bHd12209.1	9722	21	6078	20	3644	RVARI.g4404.t2	9778	21	5949	20	3829
bHd16132.1	1179	2	738	1	441	RVARI.g11055.t1	807	2	747	1	60
bHd03821.1	7821	23	4368	22	3453	RVARI.g1781.t2	7108	22	4320	21	2788
bHd12903.1	7512	8	4296	7	3216	RVARI.g7604.t1	3548	4	3186	3	362
bHd07704.1	2890	6	735	5	2155	RVARI.g2428.t1	1936	4	645	3	1291
bHd19751.1	6054	18	1869	17	4185	RVARI.g5552.t1	4876	18	1854	17	3022
bHd00912.2	6151	8	2238	7	3913	RVARI.g7208.t1	2780	5	2187	4	593
bHd12043.1	3317	4	1866	3	1451	RVARI.g5034.t1	2462	4	1866	3	596
bHd03078.1	3598	6	1962	5	1636	RVARI.g6620.t1	2481	4	1875	3	606
bHd09754.1	4293	11	1461	10	2832	RVARI.g11528.t1	2623	11	1566	10	1057
bHd15141.1	3250	3	1482	2	1768	RVARI.g8817.t1	2287	3	1530	2	757
bHd19261.1	2494	6	1068	5	1426	RVARI.g4243.t1	1778	6	1065	5	713
bHd11267.1	2188	3	1545	2	643	RVARI.g543.t1	2330	5	1659	4	671
bHd19272.1	1547	5	771	4	776	RVARI.g4264.t1	1200	5	816	4	384
bHd16948.1	6563	9	1365	8	5198	RVARI.g13566.t1	2435	10	1356	9	1079
bHd15348.1	9547	11	3015	10	6532	RVARI.g6885.t1	3257	8	2052	7	1205
bHd02140.1	2093	2	963	1	1130	RVARI.g13473.t1	1410	2	1080	1	330
bHd05129.1	5062	13	2256	12	2806	RVARI.g1887.t1	4534	13	2256	12	2278
bHd18464.1	7327	6	1803	5	5524	RVARI.g12020.t1	2073	4	1341	3	732
bHd01467.1	1008	3	423	2	585	RVARI.g13562.t1	976	3	495	2	481
bHd17907.1	5086	10	2613	9	2473	RVARI.g2719.t1	3865	11	2619	10	1246
bHd16425.1	838	4	567	3	271	RVARI.g4510.t1	795	3	573	2	222
bHd14917.1	589	4	255	3	334	RVARI.g3622.t1	576	4	255	3	321
bHd16750.1	673	3	438	2	235	RVARI.g10081.t1	708	3	486	2	222
bHd03849.1	8842	35	4146	34	4696	RVARI.g2023.t1	7690	26	4110	25	3580
bHd12123.1	3329	4	1134	3	2195	RVARI.g3028.t1	1801	3	1023	2	778
bHd14813.1	1120	5	441	4	679	RVARI.g7536.t1	727	5	441	4	286
bHd07960.1	1769	8	1098	7	671	RVARI.g4586.t1	1884	7	1149	6	735
bHd17642.1	2333	4	1389	3	944	RVARI.g9207.t1	1149	1	1149	0	0
bHd16869.1	2479	6	798	5	1681	RVARI.g3287.t1	1222	6	798	5	424
bHd14811.1	1465	4	993	3	472	RVARI.g7534.t1	1412	5	972	4	440
bHd03678.1	1123	5	537	4	586	RVARI.g2687.t1	561	1	561	0	0
bHd03534.1	2412	7	1227	6	1185	RVARI.g12521.t1	2291	7	1287	6	1004
bHd17569.1	3488	6	2142	5	1346	RVARI.g743.t1	2287	4	1899	3	388
bHd13331.1	2627	11	1239	10	1388	RVARI.g10475.t1	2306	9	1044	8	1262
bHd15491.1	2095	4	1086	3	1009	RVARI.g983.t1	1180	3	972	2	208
bHd15393.1	11120	13	6429	12	4691	RVARI.g5125.t1	10728	13	6630	12	4098
bHd01481.1	1316	5	669	4	647	RVARI.g11227.t1	963	5	660	4	303
bHd06297.1	3973	14	2154	13	1819	RVARI.g10648.t1	3260	14	2004	13	1256
bHd17776.1	3458	8	951	7	2507	RVARI.g8392.t1	1516	8	924	7	592
bHd01318.1	6946	7	2883	6	4063	RVARI.g11415.t1	3287	3	2871	2	416
bHd10529.1	2299	7	1131	6	1168	RVARI.g9433.t1	2236	9	1221	8	1015
bHd05209.1	2932	7	1014	6	1918	RVARI.g1686.t1	2121	7	1557	6	564
bHd03498.1	1098	3	792	2	306	RVARI.g13834.t1	528	1	528	0	0
bHd01940.1	578	2	414	1	164	RVARI.g2244.t1	487	2	366	1	121
bHd04546.1	7008	10	3030	9	3978	RVARI.g11330.t1	2187	6	1461	5	726
bHd00898.1	3951	8	2142	7	1809	RVARI.g7223.t1	3884	10	2691	9	1193
bHd17679.1	3385	8	1254	7	2131	RVARI.g9190.t1	3134	11	2025	10	1109
bHd17435.1	2178	5	1089	4	1089	RVARI.g13896.t1	1598	5	1149	4	449
bHd15341.1	5169	16	2715	15	2454	RVARI.g6878.t1	4229	15	2565	14	1664
bHd11895.1	913	2	393	1	520	RVARI.g10108.t1	1466	4	837	3	629
bHd19812.1	8230	12	3234	11	4996	RVARI.g10852.t1	5396	12	3174	11	2222
bHd15790.1	2899	5	1776	4	1123	RVARI.g9625.t1	2208	3	1791	2	417
bHd01275.1	1543	5	942	4	601	RVARI.g11375.t1	3026	9	1545	8	1481
bHd09377.1	2474	4	729	3	1745	RVARI.g530.t1	877	3	708	2	169
bHd10321.1	3671	6	1935	5	1736	RVARI.g1374.t1	4262	12	2640	11	1622
bHd04111.1	5670	12	2577	11	3093	RVARI.g8980.t1	3788	12	2580	11	1208
bHd08892.1	2096	5	738	4	1358	RVARI.g4370.t1	1116	5	603	4	513
bHd18970.1	1879	4	1164	3	715	RVARI.g10267.t1	1353	4	1143	3	210
bHd04723.1	766	3	633	2	133	RVARI.g7296.t1	919	4	657	3	262
bHd01389.1	719	2	519	1	200	RVARI.g4702.t1	670	2	444	1	226
bHd03503.1	4232	12	1512	11	2720	RVARI.g3443.t1	2642	11	1422	10	1220
bHd08693.1	5367	18	2931	17	2436	RVARI.g7832.t1	4639	12	2373	11	2266
bHd12519.1	1633	3	975	2	658	RVARI.g9896.t1	1918	3	1071	2	847
bHd19730.1	637	2	294	1	343	RVARI.g3194.t1	381	2	297	1	84
bHd06577.1	2684	4	846	3	1838	RVARI.g4874.t1	1185	4	819	3	366
bHd09467.1	4899	20	2904	19	1995	RVARI.g10751.t1	5091	13	3015	12	2076
bHd08716.1	3073	7	1809	6	1264	RVARI.g7565.t1	3701	7	1839	6	1862
bHd14954.1	947	2	747	1	200	RVARI.g7025.t1	765	1	765	0	0
bHd08179.1	3769	11	2037	10	1732	RVARI.g1623.t1	3856	12	2130	11	1726
bHd16548.1	5531	11	2283	10	3248	RVARI.g2904.t1	3498	10	2316	9	1182
bHd03439.1	7598	17	2850	16	4748	RVARI.g13777.t1	11136	34	7152	33	3984
bHd17059.1	1684	7	525	6	1159	RVARI.g3494.t1	3030	13	696	12	2334
bHd18360.1	3652	8	1608	7	2044	RVARI.g10890.t1	2136	8	1641	7	495
bHd11410.1	3275	4	2160	3	1115	RVARI.g9300.t1	2971	5	2088	4	883
bHd07585.1	8585	25	4887	24	3698	RVARI.g2613.t1	10102	24	5154	23	4948
bHd15062.1	791	3	492	2	299	RVARI.g1953.t1	793	4	567	3	226
bHd06972.3	10369	15	3546	14	6823	RVARI.g1109.t1	6493	14	3324	13	3169
bHd15279.1	1094	3	816	2	278	RVARI.g6827.t1	835	2	765	1	70
bHd08710.1	1973	6	1359	5	614	RVARI.g7563.t1	1960	6	1326	5	634
bHd06440.1	1837	4	399	3	1438	RVARI.g10959.t1	840	4	399	3	441
bHd03441.1	833	3	486	2	347	RVARI.g13731.t1	631	3	471	2	160
bHd08230.1	6176	12	3489	11	2687	RVARI.g10184.t1	4055	11	3207	10	848
bHd04296.1	1433	6	651	5	782	RVARI.g10964.t1	1082	6	651	5	431
bHd18351.1	2072	3	573	2	1499	RVARI.g8806.t1	612	1	612	0	0
bHd10773.1	3365	10	1656	9	1709	RVARI.g12824.t1	2500	10	1713	9	787
bHd04744.1	998	2	675	1	323	RVARI.g7279.t1	717	2	654	1	63
bHd09126.1	4461	6	1407	5	3054	RVARI.g13476.t1	2123	5	1203	4	920
bHd00468.1	1022	2	549	1	473	RVARI.g7657.t1	429	1	429	0	0
bHd01363.2	2137	10	1080	9	1057	RVARI.g4784.t1	1920	9	1014	8	906
bHd11517.1	1367	4	381	3	986	RVARI.g10942.t1	790	4	378	3	412
bHd07471.1	4390	8	2136	7	2254	RVARI.g2651.t1	2794	4	2127	3	667
bHd09445.1	1528	5	834	4	694	RVARI.g10865.t1	1020	4	702	3	318
bHd14963.1	2188	7	1434	6	754	RVARI.g7034.t1	2164	7	1461	6	703
bHd15751.1	4188	7	2745	6	1443	RVARI.g3138.t1	3868	7	2613	6	1255
bHd19635.1	1076	4	597	3	479	RVARI.g10328.t1	683	4	438	3	245
bHd14608.1	2746	10	1395	9	1351	RVARI.g7348.t1	2127	10	1329	9	798
bHd03709.1	5341	9	2067	8	3274	RVARI.g7764.t1	3648	10	2169	9	1479
bHd13665.1	1013	4	528	3	485	RVARI.g9980.t1	780	4	546	3	234
bHd15737.1	1096	4	375	3	721	RVARI.g3135.t1	1062	4	645	3	417
bHd18874.1	2601	4	1239	3	1362	RVARI.g13095.t1	1459	4	1254	3	205
bHd16781.1	5370	9	3126	8	2244	RVARI.g3360.t1	4551	8	3327	7	1224
bHd19151.1	1274	5	576	4	698	RVARI.g8441.t1	1879	4	600	3	1279
bHd04438.1	1715	4	1026	3	689	RVARI.g10645.t1	660	1	660	0	0
bHd07588.1	2689	5	1467	4	1222	RVARI.g2535.t1	2068	4	1392	3	676
bHd07603.1	2161	6	1278	5	883	RVARI.g2506.t1	1787	6	1284	5	503
bHd06550.1	219	1	219	0	0	RVARI.g5.t1	216	1	216	0	0
bHd06749.1	2352	5	1242	4	1110	RVARI.g13217.t1	1569	5	1275	4	294
bHd17486.1	3875	4	1593	3	2282	RVARI.g6975.t1	1787	4	1560	3	227
bHd00323.1	8155	21	3969	20	4186	RVARI.g6457.t1	17341	28	5583	27	11758
bHd16859.2	5619	14	2127	13	3492	RVARI.g6834.t1	3799	16	2199	15	1600
bHd11515.1	4718	9	1692	8	3026	RVARI.g10939.t1	2318	7	1683	6	635
bHd01361.1	3938	9	2049	8	1889	RVARI.g4920.t1	2728	7	1917	6	811
bHd03547.1	2568	5	759	4	1809	RVARI.g12471.t1	4056	10	1914	9	2142
bHd05048.1	19921	39	11043	38	8878	RVARI.g12971.t1	17961	46	12141	45	5820
bHd00088.1	2184	7	1329	6	855	RVARI.g6169.t1	2130	7	1332	6	798
bHd10804.1	4790	5	2145	4	2645	RVARI.g11253.t1	2187	2	2019	1	168
bHd12228.1	2456	4	1227	3	1229	RVARI.g440.t1	1532	3	1257	2	275
bHd15811.1	1956	2	519	1	1437	RVARI.g1235.t1	2506	2	465	1	2041
bHd00313.1	7127	13	2472	12	4655	RVARI.g6403.t1	6338	12	2403	11	3935
bHd07073.1	4889	17	2367	16	2522	RVARI.g13641.t1	3835	14	2397	13	1438
bHd16050.1	1453	2	933	1	520	RVARI.g4021.t1	1465	3	987	2	478
bHd03135.1	2212	5	741	4	1471	RVARI.g8691.t1	1258	5	741	4	517
bHd13561.1	1789	6	780	5	1009	RVARI.g51.t1	1435	6	750	5	685
bHd19056.1	4503	10	3096	9	1407	RVARI.g4397.t1	4315	11	3156	10	1159
bHd09116.1	6156	6	1824	5	4332	RVARI.g3399.t1	2685	4	1935	3	750
bHd17636.1	3794	5	1668	4	2126	RVARI.g9223.t1	2791	5	1374	4	1417
bHd13333.1	3135	7	1455	6	1680	RVARI.g10463.t1	1943	7	1470	6	473
bHd09984.1	1470	5	543	4	927	RVARI.g10485.t1	919	5	543	4	376
bHd15969.1	2591	4	1446	3	1145	RVARI.g7157.t1	1544	3	1422	2	122
bHd04559.1	10752	22	5019	21	5733	RVARI.g11324.t1	7170	16	4962	15	2208
bHd09214.1	1505	5	942	4	563	RVARI.g12346.t1	1335	5	939	4	396
bHd17519.1	1109	5	630	4	479	RVARI.g696.t1	915	4	693	3	222
bHd00057.1	526	2	465	1	61	RVARI.g12552.t1	537	1	537	0	0
bHd01393.1	3897	8	2226	7	1671	RVARI.g10466.t1	2763	4	2070	3	693
bHd08704.1	6105	12	2562	11	3543	RVARI.g5522.t1	2719	7	1107	6	1612
bHd04482.1	4707	12	1713	11	2994	RVARI.g404.t1	3332	11	1728	10	1604
bHd04497.1	1661	3	597	2	1064	RVARI.g395.t1	740	2	597	1	143
bHd19508.1	3855	6	1872	5	1983	RVARI.g7960.t1	1842	3	1650	2	192
bHd02012.2	2948	10	1146	9	1802	RVARI.g10410.t1	2686	8	1203	7	1483
bHd10566.1	2392	4	519	3	1873	RVARI.g8538.t1	2926	7	1629	6	1297
bHd16828.1	1708	7	828	6	880	RVARI.g3322.t1	1433	5	825	4	608
bHd04940.1	474	2	375	1	99	RVARI.g9958.t1	558	3	384	2	174
bHd08404.1	9272	12	5415	11	3857	RVARI.g12563.t1	7210	10	5424	9	1786
bHd18345.1	1385	5	819	4	566	RVARI.g8797.t1	1098	4	699	3	399
bHd04146.1	5163	7	3519	6	1644	RVARI.g778.t1	4522	9	3525	8	997
bHd17456.3	1756	6	573	5	1183	RVARI.g13852.t1	1513	6	684	5	829
bHd01091.1	3564	10	1281	9	2283	RVARI.g2878.t1	2355	8	1359	7	996
bHd07665.1	1214	5	609	4	605	RVARI.g2442.t1	1109	5	837	4	272
bHd01117.1	3075	8	1413	7	1662	RVARI.g13838.t1	1939	9	1347	8	592
bHd01644.1	3109	6	1461	5	1648	RVARI.g8080.t1	1902	4	1479	3	423
bHd01157.1	952	3	594	2	358	RVARI.g11062.t1	977	3	645	2	332
bHd19379.1	1251	2	906	1	345	RVARI.g3835.t1	1288	2	1053	1	235
bHd00213.1	2279	2	957	1	1322	RVARI.g11752.t1	1400	2	855	1	545
bHd15857.1	1735	5	525	4	1210	RVARI.g1758.t1	1429	5	522	4	907
bHd14879.1	2906	5	1419	4	1487	RVARI.g6965.t1	1509	2	1434	1	75
bHd16070.1	6418	6	1788	5	4630	RVARI.g13444.t1	2984	4	1374	3	1610
bHd13273.1	3306	4	1494	3	1812	RVARI.g10760.t1	2197	3	1524	2	673
bHd17087.1	2117	6	1203	5	914	RVARI.g3477.t1	1508	5	1218	4	290
bHd04590.1	2918	7	1800	6	1118	RVARI.g10601.t1	4802	14	2184	13	2618
bHd10352.1	4178	6	2457	5	1721	RVARI.g13583.t1	3284	6	2052	5	1232
bHd15542.1	3978	4	1290	3	2688	RVARI.g2148.t1	3503	7	1326	6	2177
bHd16552.1	2974	3	1926	2	1048	RVARI.g2855.t1	2546	5	1560	4	986
bHd07983.1	3174	7	1746	6	1428	RVARI.g4550.t1	2832	7	1860	6	972
bHd05681.1	4387	9	2100	8	2287	RVARI.g1806.t2	2140	2	1962	1	178
bHd03242.1	4512	19	2463	18	2049	RVARI.g3412.t1	3933	20	2391	19	1542
bHd15545.1	4082	5	1245	4	2837	RVARI.g975.t1	934	2	870	1	64
bHd11140.1	6234	11	1689	10	4545	RVARI.g12061.t1	2689	6	1524	5	1165
bHd11723.1	2707	3	1452	2	1255	RVARI.g13162.t1	1900	3	1548	2	352
bHd00444.1	5773	7	2391	6	3382	RVARI.g6049.t1	4785	9	1941	8	2844
bHd02830.1	13510	24	5226	23	8284	RVARI.g11545.t1	9582	23	5295	22	4287
bHd03754.1	5354	10	2565	9	2789	RVARI.g4083.t1	3321	9	2556	8	765
bHd08133.1	201	1	201	0	0	RVARI.g6113.t1	201	1	201	0	0
bHd03680.1	3277	4	783	3	2494	RVARI.g7786.t1	1137	4	822	3	315
bHd03536.1	2398	6	1359	5	1039	RVARI.g3389.t1	4942	9	3171	8	1771
bHd15320.1	1714	3	576	2	1138	RVARI.g6869.t1	781	3	516	2	265
bHd10377.1	366	1	366	0	0	RVARI.g8229.t1	586	2	363	1	223
bHd02806.1	3270	2	714	1	2556	RVARI.g1205.t1	718	3	567	2	151
bHd11040.1	2538	4	870	3	1668	RVARI.g8622.t1	937	3	789	2	148
bHd07027.1	2947	4	1452	3	1495	RVARI.g331.t1	1623	3	1455	2	168
bHd16650.1	4382	3	363	2	4019	RVARI.g10018.t1	1579	3	348	2	1231
bHd03923.1	2667	6	1908	5	759	RVARI.g6588.t1	2825	8	1791	7	1034
bHd10350.1	2015	3	1488	2	527	RVARI.g13589.t1	1968	3	1518	2	450
bHd04160.1	2623	5	393	4	2230	RVARI.g771.t1	347	2	234	1	113
bHd19427.1	2894	10	1764	9	1130	RVARI.g2452.t1	1419	5	954	4	465
bHd05372.1	255	1	255	0	0	RVARI.g6589.t1	273	1	273	0	0
bHd15612.1	1307	5	438	4	869	RVARI.g10385.t1	840	6	423	5	417
bHd17765.1	7151	22	3309	21	3842	RVARI.g3618.t1	5352	25	3312	24	2040
bHd14606.1	5082	6	3048	5	2034	RVARI.g7347.t1	3614	6	2997	5	617
bHd16149.1	4718	5	1374	4	3344	RVARI.g5196.t1	4076	6	1842	5	2234
bHd04576.1	14233	26	7170	25	7063	RVARI.g5241.t1	10556	27	7137	26	3419
bHd05770.1	2077	2	1644	1	433	RVARI.g10143.t1	2007	4	1578	3	429
bHd03240.1	1893	5	936	4	957	RVARI.g3416.t1	1347	5	801	4	546
bHd05913.1	2870	5	876	4	1994	RVARI.g9697.t1	1759	5	969	4	790
bHd15547.1	2505	7	1743	6	762	RVARI.g129.t1	2955	8	1767	7	1188
bHd11142.1	2174	5	627	4	1547	RVARI.g4625.t1	1161	4	546	3	615
bHd07752.1	3894	6	1305	5	2589	RVARI.g12773.t1	3506	5	1410	4	2096
bHd15711.1	1727	4	696	3	1031	RVARI.g3656.t1	963	4	651	3	312
bHd08576.1	1304	2	1086	1	218	RVARI.g414.t1	5563	6	2319	5	3244
bHd06460.1	2350	3	1803	2	547	RVARI.g7581.t1	2522	5	1857	4	665
bHd06030.1	2703	7	1083	6	1620	RVARI.g4416.t1	1628	6	1023	5	605
bHd08818.1	3218	9	1716	8	1502	RVARI.g9484.t1	2828	9	1716	8	1112
bHd19726.1	3509	4	1908	3	1601	RVARI.g3198.t1	2355	4	1944	3	411
bHd02195.1	2987	9	1065	8	1922	RVARI.g13455.t1	1782	9	1056	8	726
bHd09597.1	2744	6	990	5	1754	RVARI.g3987.t1	1707	6	1035	5	672
bHd02137.1	16525	16	5265	15	11260	RVARI.g490.t1	6596	10	5151	9	1445
bHd02337.1	4837	12	2502	11	2335	RVARI.g12542.t1	5420	12	2550	11	2870
bHd05791.1	6389	20	2799	19	3590	RVARI.g10129.t1	4360	16	2850	15	1510
bHd03717.1	2713	6	1557	5	1156	RVARI.g12441.t1	1540	6	1191	5	349
bHd03677.1	2858	4	1770	3	1088	RVARI.g7787.t1	2283	5	1713	4	570
bHd19313.1	2489	7	1347	6	1142	RVARI.g4300.t1	2692	8	1644	7	1048
bHd19849.1	5925	7	3870	6	2055	RVARI.g10881.t1	6008	12	3903	11	2105
bHd05507.1	2613	5	1362	4	1251	RVARI.g468.t1	2496	5	1542	4	954
bHd19582.1	3580	6	1794	5	1786	RVARI.g7509.t1	2796	6	1884	5	912
bHd09155.1	24752	12	2583	11	22169	RVARI.g11442.t1	5458	8	2376	7	3082
bHd16515.1	1592	5	660	4	932	RVARI.g8044.t1	1291	5	690	4	601
bHd09682.1	2123	5	1221	4	902	RVARI.g6546.t1	1632	5	1191	4	441
bHd17237.1	7484	5	1641	4	5843	RVARI.g1067.t1	1804	3	1323	2	481
bHd14891.1	1648	8	843	7	805	RVARI.g6977.t1	1444	8	867	7	577
bHd06704.1	3073	10	1671	9	1402	RVARI.g1438.t1	2495	9	1671	8	824
bHd18564.1	3289	4	1155	3	2134	RVARI.g4455.t1	1836	3	1116	2	720
bHd19457.1	1639	3	822	2	817	RVARI.g6774.t1	783	2	699	1	84
bHd09946.1	2804	3	1143	2	1661	RVARI.g3832.t1	2657	3	1158	2	1499
bHd08450.1	2451	4	849	3	1602	RVARI.g9804.t1	1196	4	804	3	392
bHd03249.1	4717	7	3291	6	1426	RVARI.g13720.t1	3524	5	3222	4	302
bHd01958.1	2407	11	894	10	1513	RVARI.g1656.t1	1405	6	906	5	499
bHd08754.1	2258	6	954	5	1304	RVARI.g9746.t1	2028	5	981	4	1047
bHd13554.1	2676	6	894	5	1782	RVARI.g10792.t1	1402	4	777	3	625
bHd07009.1	3999	6	1398	5	2601	RVARI.g1731.t1	1788	3	1458	2	330
bHd08811.1	5474	10	1812	9	3662	RVARI.g9476.t1	3376	9	1830	8	1546
bHd09217.1	879	2	642	1	237	RVARI.g1708.t1	846	3	519	2	327
bHd11192.1	1651	4	576	3	1075	RVARI.g1777.t1	1152	6	564	5	588
bHd19717.1	6544	13	2820	12	3724	RVARI.g13509.t1	4307	15	2487	14	1820
bHd01784.1	13493	19	4968	18	8525	RVARI.g2130.t1	3184	8	1605	7	1579
bHd08406.1	7436	14	4044	13	3392	RVARI.g8576.t1	7040	15	4323	14	2717
bHd00133.1	1232	2	1107	1	125	RVARI.g6204.t1	1196	2	1107	1	89
bHd07334.1	2569	4	1395	3	1174	RVARI.g10210.t1	1479	4	1272	3	207
bHd01570.1	4013	12	2088	11	1925	RVARI.g9941.t1	3078	11	2169	10	909
bHd18848.1	9478	18	4374	17	5104	RVARI.g13067.t2	6697	17	4341	16	2356
bHd06134.1	1885	9	951	8	934	RVARI.g3643.t1	1675	9	966	8	709
bHd03878.1	777	1	777	0	0	RVARI.g8115.t1	862	3	633	2	229
bHd15291.1	5206	25	2655	24	2551	RVARI.g6844.t1	3942	20	2100	19	1842
bHd07198.1	1781	8	852	7	929	RVARI.g8269.t1	767	4	492	3	275
bHd09944.1	5926	14	2481	13	3445	RVARI.g3842.t1	4976	12	3117	11	1859
bHd18618.1	2500	7	1233	6	1267	RVARI.g5246.t1	2000	9	1302	8	698
bHd09552.1	4491	18	1548	17	2943	RVARI.g13742.t1	2586	16	1269	15	1317
bHd04518.1	5031	6	699	5	4332	RVARI.g11343.t1	3972	6	534	5	3438
bHd16564.1	2177	3	969	2	1208	RVARI.g2896.t1	772	2	681	1	91
bHd19721.1	5423	8	2517	7	2906	RVARI.g3203.t1	3964	8	2382	7	1582
bHd02304.1	2570	5	1104	4	1466	RVARI.g2357.t1	1752	6	1101	5	651
bHd15980.1	573	2	465	1	108	RVARI.g7149.t1	330	1	330	0	0
bHd00183.1	2886	10	999	9	1887	RVARI.g6281.t2	1556	8	1008	7	548
bHd12380.1	3162	6	1896	5	1266	RVARI.g5969.t1	2699	6	1788	5	911
bHd15615.1	7631	29	3210	28	4421	RVARI.g7915.t1	5048	13	3252	12	1796
bHd16670.1	2616	3	1569	2	1047	RVARI.g10034.t1	1689	4	1422	3	267
